opportunity_id,sales_agent,manager,regional_office,product,account,sector,office_location,engage_date,close_date,deal_stage,deal_value_proposed,close_value,revenue,employees,sales_cycle_days,is_won,is_closed,close_year_quarter
SYN010833,Boris Hendon,Summer Sewald,Central,GTX Basic,Account_0198,services,Canada,2024-02-12,2024-05-03,Lost,2442.89,0.0,66266.75,339,81.0,0,1,2024Q2
SYN010834,Boris Purl,Melvin Marxen,Central,GTK 500,Account_0308,technology,Australia,2024-05-08,2024-08-14,Won,3465.47,3093.24,99398.21,468,98.0,1,1,2024Q3
SYN010835,Gaston Sturm,Rocco Neubert,East,GTK Pro,Account_0008,services,Australia,2023-02-17,2023-04-27,Lost,3596.1,0.0,320000.0,5666,69.0,0,1,2023Q2
SYN010836,Wilburn Grunwald,Cara Losch,Central,MG Advanced,Account_0473,employment,Canada,2023-02-09,2023-03-24,Won,2925.13,2754.27,295605.82,5173,43.0,1,1,2023Q1
SYN010837,Marty Vinning,Melvin Marxen,West,GTK Pro,Account_0099,services,Australia,2025-07-11,2025-10-01,Won,3393.69,3276.17,267909.66,5042,82.0,1,1,2025Q4
SYN010838,Boris Nicholson,Rocco Neubert,West,GTX Plus Pro,Account_0188,retail,Germany,2022-03-23,2022-05-08,Lost,2544.07,0.0,117132.05,1153,46.0,0,1,2022Q2
SYN010839,Gaston Purl,Melvin Marxen,Central,MG Advanced,Account_0165,telecommunications,Canada,2024-09-08,2024-12-20,Lost,4706.63,0.0,238970.4,3955,103.0,0,1,2024Q4
SYN010840,Niesha Hillebrand,Rosalind Dwyer,East,MG Special,Account_0068,technology,Japan,2024-08-12,2024-10-21,Won,4090.87,3874.32,112010.6,970,70.0,1,1,2024Q4
SYN010841,Niesha Cordell,Rosalind Dwyer,West,MG Special,Account_0424,services,United Kingdom,2023-07-25,2023-10-04,Lost,3181.49,0.0,210604.47,3262,71.0,0,1,2023Q4
SYN010842,Niesha Hillebrand,Rosalind Dwyer,West,MG Special,Account_0372,technology,Germany,2022-10-21,2022-12-29,Lost,4024.52,0.0,96779.27,1128,69.0,0,1,2022Q4
SYN010843,Anna Herrold,Cara Losch,West,GTK 500,Account_0003,employment,Japan,2025-03-15,2025-05-05,Won,2337.8,2275.37,161353.13,2615,51.0,1,1,2025Q2
SYN010844,Niesha Cordell,Rosalind Dwyer,East,MG Advanced,Account_0373,employment,Germany,2025-12-24,2026-02-22,Lost,2362.31,0.0,220878.36,3643,60.0,0,1,2026Q1
SYN010845,Zane Cordell,Dustin Brinkmann,Central,GTK 500,Account_0203,entertainment,Canada,2025-09-19,2025-12-15,Won,3088.46,2905.8,215893.93,3616,87.0,1,1,2025Q4
SYN010846,Jonathan Hendon,Rosalind Dwyer,Central,GTX Basic,Account_0257,services,Australia,2022-06-27,2022-08-19,Lost,3779.88,0.0,313579.95,5198,53.0,0,1,2022Q3
SYN010847,Gaston Nicholson,Summer Sewald,Central,GTK 500,Account_0089,telecommunications,United Kingdom,2023-09-15,2023-12-14,Lost,4034.84,0.0,129171.16,1447,90.0,0,1,2023Q4
SYN010848,Gaston Grunwald,Rosalind Dwyer,West,GTK 500,Account_0098,telecommunications,Germany,2023-08-12,2023-10-30,Won,4982.3,5072.65,320000.0,5770,79.0,1,1,2023Q4
SYN010849,Corliss Marconi,Rocco Neubert,East,MG Advanced,Account_0261,marketing,United Kingdom,2025-04-07,2025-05-30,Won,2717.82,2658.35,113757.17,844,53.0,1,1,2025Q2
SYN010850,Niesha Cordell,Rosalind Dwyer,Central,MG Special,Account_0175,technology,Germany,2024-05-07,2024-07-24,Lost,3564.22,0.0,110781.14,716,78.0,0,1,2024Q3
SYN010851,Zane Sturm,Rosalind Dwyer,West,GTX Plus Basic,Account_0388,entertainment,Germany,2025-03-15,2025-05-23,Won,3605.06,3323.5,153791.38,1745,69.0,1,1,2025Q2
SYN010852,Jonathan Hendon,Rosalind Dwyer,East,MG Special,Account_0413,technology,Japan,2024-04-19,2024-07-24,Won,3490.59,3021.57,93200.47,846,96.0,1,1,2024Q3
SYN010853,Gaston Grunwald,Rosalind Dwyer,Central,MG Advanced,Account_0188,medical,Germany,2025-08-18,2025-12-15,Lost,5385.5,0.0,320000.0,5657,119.0,0,1,2025Q4
SYN010854,Boris Sturm,Cara Losch,Central,GTX Plus Pro,Account_0370,marketing,Canada,2023-06-25,2023-08-20,Won,3821.67,3795.3,311737.22,5928,56.0,1,1,2023Q3
SYN010855,Jonathan Hendon,Rosalind Dwyer,Central,GTX Plus Basic,Account_0296,software,United Kingdom,2025-11-26,2026-01-29,Won,3243.69,2950.03,67816.61,526,64.0,1,1,2026Q1
SYN010856,Gaston Berthelot,Melvin Marxen,West,MG Emperor,Account_0166,technology,United Kingdom,2025-02-09,2025-04-28,Won,3968.15,3884.43,145162.55,1880,78.0,1,1,2025Q2
SYN010857,Jonathan Hendon,Rosalind Dwyer,West,GTX Plus Pro,Account_0058,marketing,Canada,2024-06-01,2024-08-17,Won,3238.91,3083.09,216087.39,3707,77.0,1,1,2024Q3
SYN010858,Jonathan Hendon,Rosalind Dwyer,East,MG Special,Account_0111,software,United States,2022-04-11,2022-07-10,Lost,3121.85,0.0,96501.93,1137,90.0,0,1,2022Q3
SYN010859,Vernita Cordell,Cara Losch,West,GTX Plus Pro,Account_0496,telecommunications,Canada,2025-06-17,2025-09-03,Lost,4675.03,0.0,315967.07,5883,78.0,0,1,2025Q3
SYN010860,Zane Sturm,Rosalind Dwyer,West,GTX Plus Pro,Account_0099,medical,Japan,2025-08-26,2025-12-23,Lost,4667.63,0.0,159317.27,1850,119.0,0,1,2025Q4
SYN010861,Niesha Cordell,Rosalind Dwyer,Central,GTX Plus Pro,Account_0402,retail,Japan,2022-05-21,2022-07-29,Won,2782.17,2379.54,227806.37,3544,69.0,1,1,2022Q3
SYN010862,Gaston Sturm,Rocco Neubert,East,MG Emperor,Account_0189,marketing,Japan,2025-06-08,2025-08-02,Lost,3135.05,0.0,277470.84,4747,55.0,0,1,2025Q3
SYN010863,Corliss Marconi,Rocco Neubert,East,MG Advanced,Account_0469,marketing,Canada,2022-09-18,2022-11-14,Won,2702.05,2785.78,144169.54,1822,57.0,1,1,2022Q4
SYN010864,Anna Herrold,Cara Losch,East,MG Advanced,Account_0131,retail,United Kingdom,2023-06-06,2023-07-23,Lost,2434.76,0.0,103715.5,534,47.0,0,1,2023Q3
SYN010865,Niesha Gauna,Dustin Brinkmann,East,GTX Plus Pro,Account_0129,software,United States,2022-03-13,2022-05-23,Lost,3540.61,0.0,171468.7,2168,71.0,0,1,2022Q2
SYN010866,Boris Sturm,Cara Losch,West,GTX Plus Pro,Account_0246,technology,United States,2022-12-08,2023-03-08,Lost,3723.19,0.0,148152.76,2019,90.0,0,1,2023Q1
SYN010867,Marty Everman,Rocco Neubert,Central,GTX Basic,Account_0166,technology,Canada,2023-12-19,2024-03-10,Won,3920.16,3572.52,303285.45,5157,82.0,1,1,2024Q1
SYN010868,Vernita Everman,Cara Losch,West,MG Emperor,Account_0075,employment,United Kingdom,2024-10-07,2024-11-16,Won,2300.14,2208.32,98909.08,768,40.0,1,1,2024Q4
SYN010869,Marty Marconi,Summer Sewald,West,GTX Basic,Account_0293,medical,Germany,2025-04-12,2025-07-24,Won,4993.61,4796.72,320000.0,5644,103.0,1,1,2025Q3
SYN010870,Jonathan Everman,Melvin Marxen,West,GTK Pro,Account_0240,telecommunications,Japan,2023-02-20,2023-05-29,Lost,4789.16,0.0,272762.24,4846,98.0,0,1,2023Q2
SYN010871,Vernita Cordell,Cara Losch,Central,MG Special,Account_0006,services,Canada,2025-10-13,,Engaging,3351.6,,166243.75,2171,,0,0,
SYN010872,Jonathan Hendon,Rosalind Dwyer,West,GTX Plus Basic,Account_0284,marketing,Australia,2025-10-06,2025-11-24,Won,2963.39,2745.46,241267.77,4358,49.0,1,1,2025Q4
SYN010873,Vernita Everman,Cara Losch,Central,MG Emperor,Account_0331,entertainment,Australia,2025-07-11,,Engaging,3845.02,,289029.39,4705,,0,0,
SYN010874,Jonathan Berthelot,Summer Sewald,East,GTX Plus Basic,Account_0013,entertainment,Canada,2025-01-11,2025-03-13,Lost,3561.29,0.0,243723.69,3896,61.0,0,1,2025Q1
SYN010875,Anna Herrold,Cara Losch,East,GTK Pro,Account_0258,finance,United States,2022-01-21,2022-05-10,Lost,4966.98,0.0,269154.76,4266,109.0,0,1,2022Q2
SYN010876,Niesha Everman,Dustin Brinkmann,West,GTK Pro,Account_0199,telecommunications,United Kingdom,2025-01-24,2025-04-22,Lost,4921.41,0.0,301122.56,5355,88.0,0,1,2025Q2
SYN010877,Kami Cordell,Summer Sewald,West,GTK 500,Account_0056,medical,Japan,2023-10-04,2024-01-21,Won,5190.11,5053.65,250778.98,4316,109.0,1,1,2024Q1
SYN010878,Gaston Sturm,Rocco Neubert,West,GTX Plus Pro,Account_0416,retail,Japan,2024-06-21,2024-08-03,Lost,3039.29,0.0,214540.04,3604,43.0,0,1,2024Q3
SYN010879,Niesha Cordell,Rosalind Dwyer,East,GTX Plus Pro,Account_0342,medical,Australia,2024-11-13,2025-03-14,Lost,5291.76,0.0,270126.78,4820,121.0,0,1,2025Q1
SYN010880,Jonathan Everman,Melvin Marxen,West,MG Advanced,Account_0146,retail,Japan,2022-09-07,2022-10-22,Won,2943.96,2763.02,178846.51,3080,45.0,1,1,2022Q4
SYN010881,Niesha Everman,Dustin Brinkmann,East,GTX Basic,Account_0208,employment,Canada,2025-08-02,,Engaging,2945.41,,199006.45,3381,,0,0,
SYN010882,Niesha Gauna,Dustin Brinkmann,West,GTK 500,Account_0446,entertainment,United States,2022-01-12,2022-04-09,Won,3914.61,3719.08,320000.0,5969,87.0,1,1,2022Q2
SYN010883,Niesha Hillebrand,Rosalind Dwyer,East,MG Emperor,Account_0446,entertainment,Canada,2022-09-06,2022-11-17,Won,2912.55,2490.73,94052.49,759,72.0,1,1,2022Q4
SYN010884,Kary Marconi,Dustin Brinkmann,East,GTX Basic,Account_0035,entertainment,Germany,2024-01-17,2024-04-10,Won,3745.9,3776.64,230871.78,3387,84.0,1,1,2024Q2
SYN010885,Boris Purl,Melvin Marxen,Central,GTX Basic,Account_0139,finance,United States,2022-03-07,2022-06-25,Lost,3933.75,0.0,77397.2,468,110.0,0,1,2022Q2
SYN010886,Wilburn Hillebrand,Summer Sewald,West,GTX Plus Basic,Account_0339,employment,United States,2025-01-22,2025-03-14,Lost,2697.29,0.0,254381.6,4355,51.0,0,1,2025Q1
SYN010887,Boris Nicholson,Rocco Neubert,East,GTX Basic,Account_0123,services,Germany,2024-09-09,2024-11-14,Won,3065.26,3117.45,248675.73,4278,66.0,1,1,2024Q4
SYN010888,Corliss Hillebrand,Dustin Brinkmann,East,GTK 500,Account_0234,medical,United Kingdom,2022-09-09,2023-01-07,Lost,5129.41,0.0,296889.73,5127,120.0,0,1,2023Q1
SYN010889,Marty Marconi,Summer Sewald,Central,MG Emperor,Account_0207,software,Canada,2024-11-20,2025-01-25,Won,3725.28,3824.73,208773.71,3405,66.0,1,1,2025Q1
SYN010890,Gaston Grunwald,Rosalind Dwyer,East,GTX Plus Basic,Account_0372,services,Australia,2024-11-14,2025-02-01,Lost,3861.98,0.0,279580.68,4861,79.0,0,1,2025Q1
SYN010891,Anna Herrold,Cara Losch,West,GTK 500,Account_0130,medical,Canada,2025-02-18,2025-06-06,Lost,4801.24,0.0,136179.14,1960,108.0,0,1,2025Q2
SYN010892,Marty Everman,Rocco Neubert,West,GTX Basic,Account_0262,finance,United States,2024-09-08,,Engaging,4968.72,,297241.95,5004,,0,0,
SYN010893,Zane Sturm,Rosalind Dwyer,East,MG Advanced,Account_0037,employment,Canada,2025-12-04,2026-02-04,Lost,2354.68,0.0,83724.75,337,62.0,0,1,2026Q1
SYN010894,Gaston Berthelot,Melvin Marxen,West,GTX Plus Pro,Account_0094,telecommunications,Australia,2024-01-19,2024-04-06,Won,4295.06,4081.19,136647.3,1986,78.0,1,1,2024Q2
SYN010895,Jonathan Everman,Melvin Marxen,Central,MG Special,Account_0006,finance,United Kingdom,2024-02-25,2024-05-28,Won,4846.38,4170.1,259546.78,4329,93.0,1,1,2024Q2
SYN010896,Wilburn Grunwald,Cara Losch,East,MG Emperor,Account_0420,finance,Germany,2024-09-14,2024-12-11,Lost,5111.99,0.0,245386.95,4489,88.0,0,1,2024Q4
SYN010897,Zane Everman,Dustin Brinkmann,Central,MG Advanced,Account_0482,telecommunications,Australia,2022-11-08,,Engaging,4399.33,,227326.41,3410,,0,0,
SYN010898,Cassey Nicholson,Melvin Marxen,West,GTX Basic,Account_0446,entertainment,United States,2024-07-10,2024-10-05,Lost,2878.48,0.0,114949.63,1424,87.0,0,1,2024Q4
SYN010899,Jonathan Berthelot,Summer Sewald,East,MG Emperor,Account_0391,services,United States,2024-08-02,2024-10-01,Won,3614.88,3598.97,320000.0,5600,60.0,1,1,2024Q4
SYN010900,Vernita Cordell,Cara Losch,West,MG Advanced,Account_0365,medical,United States,2023-04-01,2023-07-08,Won,4825.12,4550.29,312429.76,5451,98.0,1,1,2023Q3
SYN010901,Niesha Everman,Dustin Brinkmann,East,GTX Plus Basic,Account_0279,medical,Canada,2024-03-22,2024-07-22,Won,4112.23,3578.79,60325.11,173,122.0,1,1,2024Q3
SYN010902,Niesha Gauna,Dustin Brinkmann,West,MG Advanced,Account_0193,software,United States,2025-01-08,2025-03-11,Won,4093.71,3975.72,222668.6,3352,62.0,1,1,2025Q1
SYN010903,Boris Sturm,Cara Losch,East,GTX Plus Basic,Account_0229,employment,United States,2025-06-03,2025-07-27,Won,2824.37,2728.55,189238.69,2465,54.0,1,1,2025Q3
SYN010904,Vernita Cordell,Cara Losch,Central,GTX Plus Pro,Account_0100,medical,United Kingdom,2025-04-25,2025-07-29,Lost,4443.44,0.0,101468.68,677,95.0,0,1,2025Q3
SYN010905,Vernita Everman,Cara Losch,West,GTX Plus Basic,Account_0101,services,United Kingdom,2022-04-14,,Engaging,3799.75,,262474.41,4748,,0,0,
SYN010906,Niesha Cordell,Rosalind Dwyer,Central,GTK 500,Account_0046,telecommunications,Japan,2024-10-11,2025-01-08,Lost,4584.73,0.0,289653.88,5457,89.0,0,1,2025Q1
SYN010907,Boris Hendon,Summer Sewald,East,MG Emperor,Account_0161,telecommunications,Australia,2024-04-15,2024-07-24,Lost,4424.96,0.0,170223.54,2162,100.0,0,1,2024Q3
SYN010908,Anna Herrold,Cara Losch,East,GTK Pro,Account_0381,employment,Germany,2022-04-22,,Engaging,2515.16,,266175.58,4244,,0,0,
SYN010909,Corliss Marconi,Rocco Neubert,East,GTX Basic,Account_0070,software,United Kingdom,2023-09-27,2023-12-02,Won,3482.13,3201.82,165973.61,2787,66.0,1,1,2023Q4
SYN010910,Corliss Marconi,Rocco Neubert,Central,GTX Plus Basic,Account_0122,finance,Canada,2025-01-21,2025-04-24,Lost,5011.13,0.0,283356.87,4575,93.0,0,1,2025Q2
SYN010911,Kami Cordell,Summer Sewald,Central,GTK Pro,Account_0069,technology,Canada,2025-05-01,,Engaging,4597.71,,267039.92,5023,,0,0,
SYN010912,Jonathan Berthelot,Summer Sewald,Central,GTK Pro,Account_0309,medical,Germany,2022-05-06,2022-08-30,Lost,4353.84,0.0,109269.85,1295,116.0,0,1,2022Q3
SYN010913,Boris Nicholson,Rocco Neubert,East,MG Emperor,Account_0280,medical,United Kingdom,2024-07-27,2024-11-12,Lost,4291.29,0.0,146114.1,1638,108.0,0,1,2024Q4
SYN010914,Niesha Everman,Dustin Brinkmann,Central,MG Emperor,Account_0409,finance,Japan,2025-08-17,,Engaging,4444.81,,129829.52,1342,,0,0,
SYN010915,Zane Cordell,Dustin Brinkmann,West,GTX Plus Pro,Account_0313,employment,United Kingdom,2025-05-05,2025-06-19,Lost,2920.73,0.0,260828.34,4155,45.0,0,1,2025Q2
SYN010916,Jonathan Marconi,Rocco Neubert,East,MG Emperor,Account_0243,medical,Australia,2025-12-13,2026-03-26,Won,5085.58,5307.99,183645.26,2624,103.0,1,1,2026Q1
SYN010917,Jonathan Berthelot,Summer Sewald,East,GTX Basic,Account_0459,finance,Canada,2025-07-20,2025-10-27,Lost,4084.82,0.0,173468.55,2251,99.0,0,1,2025Q4
SYN010918,Boris Purl,Melvin Marxen,Central,GTK 500,Account_0318,software,Japan,2024-02-11,2024-05-08,Won,3660.79,3831.75,258834.35,4031,87.0,1,1,2024Q2
SYN010919,Marty Everman,Rocco Neubert,West,GTX Plus Basic,Account_0074,services,Australia,2024-01-17,2024-03-11,Won,3154.57,3131.32,128323.98,1250,54.0,1,1,2024Q1
SYN010920,Anna Herrold,Cara Losch,East,MG Emperor,Account_0140,marketing,Canada,2024-06-11,2024-08-21,Lost,3629.72,0.0,267455.02,4661,71.0,0,1,2024Q3
SYN010921,Niesha Cordell,Rosalind Dwyer,Central,GTX Plus Basic,Account_0163,finance,Australia,2022-08-14,2022-11-15,Won,4762.06,4579.23,138080.83,2049,93.0,1,1,2022Q4
SYN010922,Zane Cordell,Dustin Brinkmann,West,MG Emperor,Account_0208,employment,Canada,2023-01-13,2023-03-04,Lost,2985.65,0.0,222605.2,4042,50.0,0,1,2023Q1
SYN010923,Kami Cordell,Summer Sewald,East,MG Special,Account_0007,medical,United Kingdom,2024-08-11,2024-11-18,Won,4154.99,4352.21,74376.76,366,99.0,1,1,2024Q4
SYN010924,Niesha Gauna,Dustin Brinkmann,West,MG Special,Account_0215,medical,Canada,2025-03-19,2025-06-23,Lost,4997.7,0.0,184923.21,2924,96.0,0,1,2025Q2
SYN010925,Boris Nicholson,Rocco Neubert,Central,MG Special,Account_0122,finance,Australia,2025-05-15,2025-09-03,Lost,4705.16,0.0,244220.21,4139,111.0,0,1,2025Q3
SYN010926,Boris Hendon,Summer Sewald,East,MG Advanced,Account_0283,medical,Germany,2023-09-11,2024-01-12,Lost,4984.65,0.0,126499.92,1667,123.0,0,1,2024Q1
SYN010927,Cassey Nicholson,Melvin Marxen,East,GTK 500,Account_0394,software,United Kingdom,2023-05-12,2023-07-22,Won,3906.07,3787.25,250693.0,4364,71.0,1,1,2023Q3
SYN010928,Marty Vinning,Melvin Marxen,East,GTK Pro,Account_0284,software,Australia,2022-01-08,2022-04-05,Lost,4397.54,0.0,285912.95,4615,87.0,0,1,2022Q2
SYN010929,Gaston Nicholson,Summer Sewald,Central,MG Emperor,Account_0185,finance,Canada,2025-04-17,2025-07-17,Won,4685.97,4679.66,209174.46,3096,91.0,1,1,2025Q3
SYN010930,Niesha Hillebrand,Rosalind Dwyer,East,GTX Plus Basic,Account_0219,medical,United States,2023-02-19,2023-05-24,Lost,5339.2,0.0,240231.52,4159,94.0,0,1,2023Q2
SYN010931,Marty Everman,Rocco Neubert,West,GTX Basic,Account_0035,medical,Australia,2024-01-15,2024-04-26,Won,4507.21,4587.37,165431.42,2456,102.0,1,1,2024Q2
SYN010932,Wilburn Grunwald,Cara Losch,West,GTX Plus Basic,Account_0016,finance,United Kingdom,2023-04-05,2023-07-27,Lost,4872.9,0.0,292222.15,4874,113.0,0,1,2023Q3
SYN010933,Marty Vinning,Melvin Marxen,East,GTX Plus Pro,Account_0155,services,Japan,2024-12-22,,Engaging,2983.58,,136076.69,1945,,0,0,
SYN010934,Jonathan Berthelot,Summer Sewald,West,MG Advanced,Account_0259,entertainment,Canada,2025-03-01,2025-05-21,Won,2898.71,2656.25,106427.69,591,81.0,1,1,2025Q2
SYN010935,Gaston Purl,Melvin Marxen,Central,MG Emperor,Account_0403,telecommunications,Australia,2025-04-18,,Engaging,3959.47,,86711.45,230,,0,0,
SYN010936,Niesha Everman,Dustin Brinkmann,West,MG Emperor,Account_0219,software,Australia,2023-12-06,,Engaging,4164.23,,294465.97,4997,,0,0,
SYN010937,Cassey Nicholson,Melvin Marxen,East,MG Emperor,Account_0344,finance,United States,2025-08-12,2025-12-07,Lost,3819.79,0.0,79827.48,123,117.0,0,1,2025Q4
SYN010938,Wilburn Hillebrand,Summer Sewald,West,MG Advanced,Account_0332,entertainment,United Kingdom,2025-09-22,2025-12-12,Won,3267.81,3092.5,137566.92,1902,81.0,1,1,2025Q4
SYN010939,Anna Herrold,Cara Losch,Central,GTK 500,Account_0337,entertainment,United States,2024-11-23,2025-02-17,Lost,2689.97,0.0,107878.22,699,86.0,0,1,2025Q1
SYN010940,Vernita Cordell,Cara Losch,East,MG Emperor,Account_0091,services,United Kingdom,2024-07-04,2024-09-07,Lost,3556.54,0.0,277496.94,4807,65.0,0,1,2024Q3
SYN010941,Marty Everman,Rocco Neubert,East,MG Advanced,Account_0299,employment,Germany,2025-05-24,2025-07-01,Lost,3190.94,0.0,308149.71,5417,38.0,0,1,2025Q3
SYN010942,Kami Cordell,Summer Sewald,West,GTK Pro,Account_0497,telecommunications,Australia,2022-03-08,2022-05-26,Won,4332.27,3897.0,229160.69,3885,79.0,1,1,2022Q2
SYN010943,Wilburn Hillebrand,Summer Sewald,West,GTX Plus Pro,Account_0318,finance,United States,2025-01-17,2025-04-20,Lost,4212.53,0.0,184922.41,2953,93.0,0,1,2025Q2
SYN010944,Gaston Grunwald,Rosalind Dwyer,West,GTX Plus Basic,Account_0466,telecommunications,Germany,2025-11-15,2026-02-18,Lost,4859.51,0.0,312667.31,5622,95.0,0,1,2026Q1
SYN010945,Kami Cordell,Summer Sewald,West,MG Special,Account_0417,marketing,Canada,2024-02-11,2024-04-17,Won,2585.71,2653.85,184991.06,2875,66.0,1,1,2024Q2
SYN010946,Kary Marconi,Dustin Brinkmann,East,GTX Plus Basic,Account_0373,services,United Kingdom,2024-12-14,2025-03-02,Lost,3361.3,0.0,186158.6,2870,78.0,0,1,2025Q1
SYN010947,Marty Everman,Rocco Neubert,Central,GTK Pro,Account_0187,technology,Germany,2024-06-21,2024-09-21,Won,3693.84,3711.37,199122.03,2781,92.0,1,1,2024Q3
SYN010948,Anna Herrold,Cara Losch,Central,MG Special,Account_0171,finance,Canada,2024-07-23,2024-11-01,Lost,5279.31,0.0,302825.34,5565,101.0,0,1,2024Q4
SYN010949,Jonathan Everman,Melvin Marxen,East,MG Special,Account_0477,software,Japan,2025-04-26,2025-06-30,Lost,3752.73,0.0,257383.45,4435,65.0,0,1,2025Q2
SYN010950,Zane Everman,Dustin Brinkmann,West,GTX Plus Basic,Account_0281,marketing,Japan,2023-01-09,2023-03-13,Lost,3589.57,0.0,288759.11,5324,63.0,0,1,2023Q1
SYN010951,Boris Nicholson,Rocco Neubert,West,GTX Basic,Account_0190,employment,Germany,2022-07-22,,Engaging,3040.15,,300621.96,5222,,0,0,
SYN010952,Zane Everman,Dustin Brinkmann,West,GTK Pro,Account_0260,telecommunications,Germany,2025-12-02,,Engaging,4526.62,,281145.25,4648,,0,0,
SYN010953,Gaston Sturm,Rocco Neubert,West,GTX Basic,Account_0167,employment,Japan,2024-02-13,,Engaging,2403.33,,124761.17,1610,,0,0,
SYN010954,Boris Sturm,Cara Losch,West,GTX Plus Pro,Account_0374,software,Canada,2025-07-09,2025-10-08,Won,3872.07,3710.7,173538.09,2460,91.0,1,1,2025Q4
SYN010955,Marty Marconi,Summer Sewald,East,GTX Plus Pro,Account_0264,telecommunications,Germany,2024-06-23,2024-09-19,Lost,4211.28,0.0,149921.64,2275,88.0,0,1,2024Q3
SYN010956,Kami Herrold,Cara Losch,Central,GTK 500,Account_0218,finance,Germany,2024-10-20,2025-02-13,Won,4700.38,4762.46,183130.68,2475,116.0,1,1,2025Q1
SYN010957,Cassey Marconi,Rocco Neubert,Central,MG Advanced,Account_0046,services,Japan,2025-10-27,2025-12-31,Lost,3254.17,0.0,152252.69,2011,65.0,0,1,2025Q4
SYN010958,Jonathan Hendon,Rosalind Dwyer,West,GTK Pro,Account_0245,retail,Australia,2025-07-21,2025-09-17,Won,2662.78,2641.43,250068.42,4125,58.0,1,1,2025Q3
SYN010959,Jonathan Everman,Melvin Marxen,East,MG Special,Account_0430,medical,United States,2025-09-18,2026-01-12,Won,4317.06,4205.51,185644.96,2452,116.0,1,1,2026Q1
SYN010960,Vernita Cordell,Cara Losch,Central,GTX Plus Pro,Account_0376,telecommunications,United Kingdom,2022-04-20,2022-07-30,Won,4349.22,4244.58,232982.04,3931,101.0,1,1,2022Q3
SYN010961,Gaston Grunwald,Rosalind Dwyer,East,MG Advanced,Account_0229,technology,Australia,2023-01-21,,Engaging,3877.4,,247562.47,4502,,0,0,
SYN010962,Jonathan Berthelot,Summer Sewald,East,GTX Plus Pro,Account_0212,telecommunications,Canada,2025-09-19,2025-12-07,Lost,4289.89,0.0,305097.01,5374,79.0,0,1,2025Q4
SYN010963,Jonathan Berthelot,Summer Sewald,East,MG Advanced,Account_0008,employment,Australia,2024-01-14,2024-03-19,Won,2634.9,2435.05,274619.64,4743,65.0,1,1,2024Q1
SYN010964,Gaston Purl,Melvin Marxen,East,GTX Basic,Account_0381,software,United States,2025-12-16,2026-03-11,Lost,3534.86,0.0,181579.53,2587,85.0,0,1,2026Q1
SYN010965,Boris Sturm,Cara Losch,West,MG Special,Account_0395,marketing,Germany,2023-01-17,2023-03-22,Won,2727.72,2472.87,226894.53,3300,64.0,1,1,2023Q1
SYN010966,Jonathan Marconi,Rocco Neubert,East,GTK 500,Account_0341,telecommunications,Australia,2023-06-10,2023-09-04,Lost,4109.59,0.0,281946.61,4516,86.0,0,1,2023Q3
SYN010967,Niesha Everman,Dustin Brinkmann,East,GTK 500,Account_0117,retail,United States,2024-09-09,2024-10-30,Lost,3153.33,0.0,200209.58,3051,51.0,0,1,2024Q4
SYN010968,Cassey Marconi,Rocco Neubert,Central,MG Advanced,Account_0297,entertainment,Australia,2024-07-08,2024-09-25,Lost,3554.37,0.0,126418.23,1883,79.0,0,1,2024Q3
SYN010969,Niesha Gauna,Dustin Brinkmann,Central,GTX Plus Pro,Account_0310,telecommunications,United States,2024-07-08,,Engaging,3973.9,,227912.78,3387,,0,0,
SYN010970,Boris Nicholson,Rocco Neubert,West,MG Emperor,Account_0188,entertainment,Canada,2025-05-24,2025-08-11,Won,3970.19,3857.38,291475.16,5416,79.0,1,1,2025Q3
